STRUCTURE;REF_AREA;Reference area;MEASURE;Measure;UNIT_MEASURE;Unit of measure;DOMAIN;Domain;TIME_PERIOD;OBS_VALUE;OBS_STATUS;Observation status;;
DATAFLOW;CHE;Switzerland;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2009;516.57;A;Normal value;;
DATAFLOW;CHE;Switzerland;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2012;515.3;A;Normal value;;
DATAFLOW;CHE;Switzerland;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2015;505.51;A;Normal value;;
DATAFLOW;CHE;Switzerland;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2018;495.28;A;Normal value;;
DATAFLOW;ITA;Italy;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2009;488.83;A;Normal value;;
DATAFLOW;ITA;Italy;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2012;493.54;A;Normal value;;
DATAFLOW;ITA;Italy;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2015;480.55;A;Normal value;;
DATAFLOW;ITA;Italy;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2018;468.01;A;Normal value;;
DATAFLOW;GRC;Greece;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2009;470.12;A;Normal value;;
DATAFLOW;GRC;Greece;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2012;466.72;A;Normal value;;
DATAFLOW;GRC;Greece;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2015;454.83;A;Normal value;;
DATAFLOW;GRC;Greece;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2018;451.63;A;Normal value;;
DATAFLOW;FRA;France;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2009;498.23;A;Normal value;;
DATAFLOW;FRA;France;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2012;498.97;A;Normal value;;
DATAFLOW;FRA;France;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2015;494.98;A;Normal value;;
DATAFLOW;FRA;France;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2018;492.98;A;Normal value;;
DATAFLOW;LUX;Luxembourg;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2009;483.93;A;Normal value;;
DATAFLOW;LUX;Luxembourg;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2012;491.22;A;Normal value;;
DATAFLOW;LUX;Luxembourg;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2015;482.81;A;Normal value;;
DATAFLOW;LUX;Luxembourg;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2018;476.77;A;Normal value;;
DATAFLOW;HUN;Hungary;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2009;502.64;A;Normal value;;
DATAFLOW;HUN;Hungary;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2012;494.3;A;Normal value;;
DATAFLOW;HUN;Hungary;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2015;476.75;A;Normal value;;
DATAFLOW;HUN;Hungary;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2018;480.91;A;Normal value;;
DATAFLOW;BEL;Belgium;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2009;506.58;A;Normal value;;
DATAFLOW;BEL;Belgium;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2012;504.87;A;Normal value;;
DATAFLOW;BEL;Belgium;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2015;502;A;Normal value;;
DATAFLOW;BEL;Belgium;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2018;498.77;A;Normal value;;
DATAFLOW;IRL;Ireland;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2009;507.98;A;Normal value;;
DATAFLOW;IRL;Ireland;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2012;522;A;Normal value;;
DATAFLOW;IRL;Ireland;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2015;502.58;A;Normal value;;
DATAFLOW;IRL;Ireland;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2018;496.11;A;Normal value;;
DATAFLOW;EST;Estonia;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2009;527.83;A;Normal value;;
DATAFLOW;EST;Estonia;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2012;541.4;A;Normal value;;
DATAFLOW;EST;Estonia;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2015;534.19;A;Normal value;;
DATAFLOW;EST;Estonia;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2018;530.11;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2009;490.27;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2012;471.19;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2015;460.77;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2018;464.05;A;Normal value;;
DATAFLOW;TUR;Türkiye;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2009;453.91;A;Normal value;;
DATAFLOW;TUR;Türkiye;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2012;463.41;A;Normal value;;
DATAFLOW;TUR;Türkiye;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2015;425.49;A;Normal value;;
DATAFLOW;TUR;Türkiye;6_3;Student science skills;PO;Points;HSL_6;Knowledge and skills;2018;468.3;A;Normal value;;
DATAFLOW;SVN;Slovenia;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;8.03;A;Normal value;;
DATAFLOW;POL;Poland;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;6.7;A;Normal value;;
DATAFLOW;PRT;Portugal;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;12.64;A;Normal value;;
DATAFLOW;EST;Estonia;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;4.22;A;Normal value;;
DATAFLOW;ISR;Israel;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;22.08;A;Normal value;;
DATAFLOW;BEL;Belgium;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;12.49;A;Normal value;;
DATAFLOW;FIN;Finland;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;7.01;A;Normal value;;
DATAFLOW;LVA;Latvia;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;9.16;A;Normal value;;
DATAFLOW;CHE;Switzerland;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;10.69;A;Normal value;;
DATAFLOW;FRA;France;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;12.52;A;Normal value;;
DATAFLOW;NLD;Netherlands;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;10.8;A;Normal value;;
DATAFLOW;GRC;Greece;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;19.87;A;Normal value;;
DATAFLOW;ISL;Iceland;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;13.71;A;Normal value;;
DATAFLOW;DEU;Germany;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;12.82;A;Normal value;;
DATAFLOW;LUX;Luxembourg;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;17.41;A;Normal value;;
DATAFLOW;SWE;Sweden;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;10.49;A;Normal value;;
DATAFLOW;HUN;Hungary;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;15.46;A;Normal value;;
DATAFLOW;GBR;United Kingdom;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;9.02;A;Normal value;;
DATAFLOW;AUT;Austria;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;13.51;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;16.95;A;Normal value;;
DATAFLOW;DNK;Denmark;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;8.14;A;Normal value;;
DATAFLOW;LTU;Lithuania;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;13.87;A;Normal value;;
DATAFLOW;CZE;Czechia;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;10.52;A;Normal value;;
DATAFLOW;NOR;Norway;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;11.26;A;Normal value;;
DATAFLOW;ITA;Italy;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;13.77;A;Normal value;;
DATAFLOW;TUR;Türkiye;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;17.11;A;Normal value;;
DATAFLOW;IRL;Ireland;6_3_DEP;Students with low science skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2018;7.49;A;Normal value;;
DATAFLOW;EST;Estonia;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.54;A;Normal value;;
DATAFLOW;ISR;Israel;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.93;A;Normal value;;
DATAFLOW;SVN;Slovenia;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.59;A;Normal value;;
DATAFLOW;POL;Poland;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.61;A;Normal value;;
DATAFLOW;BEL;Belgium;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.72;A;Normal value;;
DATAFLOW;FIN;Finland;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.64;A;Normal value;;
DATAFLOW;DEU;Germany;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.74;A;Normal value;;
DATAFLOW;FRA;France;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.69;A;Normal value;;
DATAFLOW;IRL;Ireland;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.61;A;Normal value;;
DATAFLOW;CHE;Switzerland;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.69;A;Normal value;;
DATAFLOW;LVA;Latvia;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.58;A;Normal value;;
DATAFLOW;SWE;Sweden;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.69;A;Normal value;;
DATAFLOW;NOR;Norway;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.72;A;Normal value;;
DATAFLOW;PRT;Portugal;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.65;A;Normal value;;
DATAFLOW;GBR;United Kingdom;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.69;A;Normal value;;
DATAFLOW;ISL;Iceland;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.68;A;Normal value;;
DATAFLOW;LTU;Lithuania;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.64;A;Normal value;;
DATAFLOW;NLD;Netherlands;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.75;A;Normal value;;
DATAFLOW;HUN;Hungary;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.69;A;Normal value;;
DATAFLOW;ESP;Spain;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.64;A;Normal value;;
DATAFLOW;AUT;Austria;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.7;A;Normal value;;
DATAFLOW;CZE;Czechia;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.66;A;Normal value;;
DATAFLOW;ITA;Italy;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.67;A;Normal value;;
DATAFLOW;DNK;Denmark;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.64;A;Normal value;;
DATAFLOW;LUX;Luxembourg;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.74;A;Normal value;;
DATAFLOW;TUR;Türkiye;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.6;A;Normal value;;
DATAFLOW;GRC;Greece;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.66;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;6_3_VER;Top science scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2018;1.74;A;Normal value;;
DATAFLOW;NOR;Norway;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;278.3;A;Normal value;;
DATAFLOW;GRC;Greece;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2014;251.86;A;Normal value;;
DATAFLOW;ITA;Italy;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;247.13;A;Normal value;;
DATAFLOW;FRA;France;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;254.19;A;Normal value;;
DATAFLOW;CZE;Czechia;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;275.73;A;Normal value;;
DATAFLOW;DNK;Denmark;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;278.28;A;Normal value;;
DATAFLOW;SWE;Sweden;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;279.05;A;Normal value;;
DATAFLOW;ESP;Spain;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;245.82;A;Normal value;;
DATAFLOW;HUN;Hungary;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2017;272.17;A;Normal value;;
DATAFLOW;SVN;Slovenia;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2014;257.56;A;Normal value;;
DATAFLOW;ISR;Israel;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2014;251.05;A;Normal value;;
DATAFLOW;DEU;Germany;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;271.73;A;Normal value;;
DATAFLOW;NLD;Netherlands;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;280.35;A;Normal value;;
DATAFLOW;LTU;Lithuania;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2014;267.2;A;Normal value;;
DATAFLOW;AUT;Austria;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;275.04;A;Normal value;;
DATAFLOW;POL;Poland;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;259.77;A;Normal value;;
DATAFLOW;FIN;Finland;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;282.23;A;Normal value;;
DATAFLOW;EST;Estonia;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;273.12;A;Normal value;;
DATAFLOW;IRL;Ireland;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;255.59;A;Normal value;;
DATAFLOW;TUR;Türkiye;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2014;219.43;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;6_4;Adult numeracy skills;PO;Points;HSL_6;Knowledge and skills;2012;275.81;A;Normal value;;
DATAFLOW;ESP;Spain;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;8.17;A;Normal value;;
DATAFLOW;AUT;Austria;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;3.8;A;Normal value;;
DATAFLOW;HUN;Hungary;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2017;3.81;A;Normal value;;
DATAFLOW;LTU;Lithuania;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2014;6.09;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;4.84;A;Normal value;;
DATAFLOW;SVN;Slovenia;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2014;6.27;A;Normal value;;
DATAFLOW;SWE;Sweden;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;4.26;A;Normal value;;
DATAFLOW;IRL;Ireland;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;10.3;A;Normal value;;
DATAFLOW;FRA;France;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;9.9;A;Normal value;;
DATAFLOW;POL;Poland;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;8.61;A;Normal value;;
DATAFLOW;FIN;Finland;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;4.78;A;Normal value;;
DATAFLOW;GRC;Greece;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2014;9.02;A;Normal value;;
DATAFLOW;DEU;Germany;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;5.06;A;Normal value;;
DATAFLOW;ISR;Israel;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2014;9.22;A;Normal value;;
DATAFLOW;NLD;Netherlands;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;3.91;A;Normal value;;
DATAFLOW;CZE;Czechia;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;5.12;A;Normal value;;
DATAFLOW;DNK;Denmark;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;3.4;A;Normal value;;
DATAFLOW;TUR;Türkiye;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2014;11.19;A;Normal value;;
DATAFLOW;ITA;Italy;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;10.34;A;Normal value;;
DATAFLOW;NOR;Norway;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;4.6;A;Normal value;;
DATAFLOW;EST;Estonia;6_4_DEP;Adults with low numeracy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;5.2;A;Normal value;;
DATAFLOW;AUT;Austria;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.57;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.55;A;Normal value;;
DATAFLOW;HUN;Hungary;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2017;1.65;A;Normal value;;
DATAFLOW;CZE;Czechia;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.51;A;Normal value;;
DATAFLOW;DNK;Denmark;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.59;A;Normal value;;
DATAFLOW;NLD;Netherlands;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.58;A;Normal value;;
DATAFLOW;LTU;Lithuania;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2014;1.58;A;Normal value;;
DATAFLOW;ESP;Spain;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.73;A;Normal value;;
DATAFLOW;IRL;Ireland;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.68;A;Normal value;;
DATAFLOW;FRA;France;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.79;A;Normal value;;
DATAFLOW;SVN;Slovenia;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2014;1.72;A;Normal value;;
DATAFLOW;SWE;Sweden;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.63;A;Normal value;;
DATAFLOW;EST;Estonia;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.53;A;Normal value;;
DATAFLOW;NOR;Norway;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.63;A;Normal value;;
DATAFLOW;ISR;Israel;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2014;1.93;A;Normal value;;
DATAFLOW;DEU;Germany;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.66;A;Normal value;;
DATAFLOW;GRC;Greece;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2014;1.64;A;Normal value;;
DATAFLOW;POL;Poland;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.66;A;Normal value;;
DATAFLOW;FIN;Finland;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.59;A;Normal value;;
DATAFLOW;TUR;Türkiye;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2014;1.98;A;Normal value;;
DATAFLOW;ITA;Italy;6_4_VER;Top adult numeracy scores decile;FCTR_D1_SCR;Factor of lowest scores decile;HSL_6;Knowledge and skills;2012;1.69;A;Normal value;;
DATAFLOW;NLD;Netherlands;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;284.01;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;273.85;A;Normal value;;
DATAFLOW;AUT;Austria;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;269.45;A;Normal value;;
DATAFLOW;ISR;Israel;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2014;255.24;A;Normal value;;
DATAFLOW;SVN;Slovenia;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2014;256.39;A;Normal value;;
DATAFLOW;DEU;Germany;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;269.81;A;Normal value;;
DATAFLOW;LTU;Lithuania;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2014;266.82;A;Normal value;;
DATAFLOW;ESP;Spain;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;251.79;A;Normal value;;
DATAFLOW;GRC;Greece;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2014;253.89;A;Normal value;;
DATAFLOW;NOR;Norway;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;278.43;A;Normal value;;
DATAFLOW;ITA;Italy;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;250.48;A;Normal value;;
DATAFLOW;SWE;Sweden;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;279.23;A;Normal value;;
DATAFLOW;CZE;Czechia;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;274.01;A;Normal value;;
DATAFLOW;FRA;France;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;262.14;A;Normal value;;
DATAFLOW;HUN;Hungary;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2017;263.96;A;Normal value;;
DATAFLOW;POL;Poland;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;266.9;A;Normal value;;
DATAFLOW;DNK;Denmark;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;270.79;A;Normal value;;
DATAFLOW;EST;Estonia;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;275.88;A;Normal value;;
DATAFLOW;FIN;Finland;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;287.55;A;Normal value;;
DATAFLOW;IRL;Ireland;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2012;266.54;A;Normal value;;
DATAFLOW;TUR;Türkiye;6_5;Adult literacy skills;PO;Points;HSL_6;Knowledge and skills;2014;226.54;A;Normal value;;
DATAFLOW;NLD;Netherlands;6_5_DEP;Adults with low literacy skills;PT_ST;Percentage of students;HSL_6;Knowledge and skills;2012;2.39;A;Normal value;;
